airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air Asia,2019-05-27,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,3383
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,23:35:00,395,1.0,No Info,14676
Jet Airways,2019-05-21,Delhi,Cochin,13:00:00,19:00:00,360,1.0,No Info,16079
Indigo,2019-03-18,Kolkata,Banglore,17:15:00,19:55:00,160,0.0,No Info,4462
Vistara,2019-06-12,Kolkata,Banglore,17:00:00,09:05:00,965,1.0,No Info,7927
Jet Airways,2019-05-27,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,No Info,15129
Indigo,2019-05-09,Delhi,Cochin,15:10:00,20:00:00,290,1.0,No Info,6147
Indigo,2019-03-09,Kolkata,Banglore,22:10:00,00:55:00,165,0.0,No Info,4148
Indigo,2019-06-27,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4804
Vistara,2019-06-12,Kolkata,Banglore,17:00:00,10:45:00,1065,1.0,No Info,8452
Jet Airways,2019-06-12,Delhi,Cochin,12:15:00,04:25:00,970,2.0,No Info,14300
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,22:35:00,1660,1.0,In-flight meal not included,10844
Spicejet,2019-06-18,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No Info,3873
Air India,2019-04-09,Kolkata,Banglore,14:35:00,14:35:00,1440,1.0,No Info,5006
Spicejet,2019-04-09,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No Info,3873
Air India,2019-05-15,Kolkata,Banglore,20:45:00,23:20:00,155,0.0,No Info,4145
Indigo,2019-03-24,Mumbai,Hyderabad,20:05:00,21:35:00,90,0.0,No Info,2227
Air India,2019-05-18,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No Info,10975
Spicejet,2019-03-21,Kolkata,Banglore,09:00:00,11:30:00,150,0.0,No check-in baggage included,3815
Spicejet,2019-05-01,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No Info,3597
Vistara,2019-06-01,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No Info,4878
Air India,2019-05-21,Kolkata,Banglore,09:25:00,18:30:00,545,1.0,No Info,8366
Spicejet,2019-05-03,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,3841
Jet Airways,2019-05-21,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,In-flight meal not included,9663
Jet Airways,2019-06-01,Delhi,Cochin,19:30:00,04:25:00,535,2.0,No Info,13014
Indigo,2019-05-18,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Air India,2019-05-09,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No Info,6121
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,19:00:00,600,1.0,In-flight meal not included,10262
Vistara,2019-06-27,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No Info,4668
Multiple Carriers,2019-06-09,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,13587
Multiple Carriers,2019-05-15,Delhi,Cochin,06:40:00,19:00:00,740,1.0,No Info,9315
Jet Airways,2019-03-06,Mumbai,Hyderabad,17:00:00,16:50:00,1430,1.0,No Info,19595
Indigo,2019-05-15,Delhi,Cochin,08:35:00,16:10:00,455,1.0,No Info,6442
Indigo,2019-06-12,Delhi,Cochin,07:35:00,12:10:00,275,1.0,No Info,5054
Indigo,2019-04-12,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4990
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,20:45:00,1695,1.0,No Info,12681
Indigo,2019-04-09,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,3943
Indigo,2019-05-27,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,4804
Jet Airways,2019-06-27,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,In-flight meal not included,11118
Multiple Carriers,2019-05-21,Delhi,Cochin,08:45:00,21:00:00,735,1.0,No Info,7485
Indigo,2019-05-01,Kolkata,Banglore,19:35:00,23:15:00,220,1.0,No Info,4226
Jet Airways,2019-06-03,Banglore,Delhi,07:10:00,10:10:00,180,0.0,In-flight meal not included,5769
Air India,2019-05-24,Kolkata,Banglore,05:50:00,08:55:00,1625,2.0,No Info,12723
Air India,2019-05-09,Delhi,Cochin,05:00:00,07:40:00,1600,2.0,No Info,11281
Jet Airways,2019-05-06,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No Info,7229
Jet Airways,2019-05-01,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,No Info,8355
Multiple Carriers,2019-05-18,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,9385
Jet Airways,2019-05-09,Delhi,Cochin,19:15:00,04:25:00,550,1.0,In-flight meal not included,12373
Multiple Carriers,2019-06-24,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No Info,10678
Air India,2019-03-06,Mumbai,Hyderabad,06:10:00,21:15:00,905,1.0,No Info,16666
Jet Airways,2019-04-03,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No Info,5678
Indigo,2019-06-21,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No Info,4823
Indigo,2019-05-01,Banglore,Delhi,13:00:00,15:50:00,170,0.0,No Info,4423
Indigo,2019-03-12,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,6297
Indigo,2019-04-01,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,4174
Multiple Carriers,2019-06-15,Delhi,Cochin,11:25:00,19:15:00,470,1.0,No Info,8614
Indigo,2019-05-12,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4823
Air India,2019-03-09,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No Info,19681
Spicejet,2019-05-12,Banglore,Delhi,09:30:00,12:20:00,170,0.0,No Info,4423
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,21:05:00,1685,1.0,No Info,13067
Indigo,2019-05-03,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Vistara,2019-03-06,Mumbai,Hyderabad,11:55:00,09:25:00,1290,1.0,No Info,12395
Spicejet,2019-05-24,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,3257
Indigo,2019-03-03,Delhi,Cochin,21:05:00,00:20:00,195,0.0,No Info,7673
Spicejet,2019-04-03,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No check-in baggage included,1965
Indigo,2019-06-15,Banglore,Delhi,18:25:00,21:20:00,175,0.0,No Info,4823
Air India,2019-03-03,Delhi,Cochin,07:05:00,19:15:00,2170,2.0,No Info,11552
Jet Airways,2019-03-21,Delhi,Cochin,15:00:00,18:50:00,1670,1.0,No Info,12767
Jet Airways,2019-06-15,Delhi,Cochin,14:35:00,04:25:00,830,2.0,In-flight meal not included,10919
Indigo,2019-04-18,Delhi,Cochin,14:20:00,17:35:00,195,0.0,No Info,6015
Air Asia,2019-06-06,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No Info,4508
Jet Airways,2019-03-21,Delhi,Cochin,02:15:00,04:25:00,1570,1.0,No Info,12719
Multiple Carriers,2019-03-06,Delhi,Cochin,13:55:00,01:35:00,700,1.0,In-flight meal not included,15136
Indigo,2019-03-21,Chennai,Kolkata,05:15:00,07:35:00,140,0.0,No Info,4326
Spicejet,2019-06-03,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,3873
Goair,2019-06-03,Banglore,Delhi,11:40:00,14:30:00,170,0.0,No Info,3898
Air India,2019-06-03,Delhi,Cochin,07:10:00,19:15:00,725,2.0,No Info,12698
Indigo,2019-03-24,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,6038
Jet Airways,2019-06-15,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No Info,8016
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,08:15:00,945,1.0,No Info,13941
Indigo,2019-04-24,Delhi,Cochin,05:05:00,16:10:00,665,1.0,No Info,6171
Air India,2019-06-27,Delhi,Cochin,07:00:00,19:15:00,735,1.0,No Info,8669
Indigo,2019-03-09,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,7060
Jet Airways,2019-06-15,Delhi,Cochin,10:00:00,19:00:00,540,1.0,In-flight meal not included,10262
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,09:45:00,1005,1.0,No Info,11467
Air India,2019-03-21,Banglore,New Delhi,08:15:00,23:10:00,895,1.0,No Info,4943
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,12:00:00,960,1.0,No Info,14388
Indigo,2019-05-15,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No Info,6442
Indigo,2019-05-21,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No Info,6896
Indigo,2019-05-15,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No Info,2754
Indigo,2019-03-01,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4778
Air India,2019-05-06,Kolkata,Banglore,12:00:00,11:10:00,1390,2.0,No Info,10676
Vistara,2019-04-15,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No Info,5403
Indigo,2019-06-09,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Jet Airways,2019-06-09,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,In-flight meal not included,10844
Indigo,2019-05-21,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,4804
Multiple Carriers,2019-03-06,Delhi,Cochin,08:00:00,15:30:00,450,1.0,No Info,17267
Spicejet,2019-04-24,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,3625
Spicejet,2019-05-18,Kolkata,Banglore,15:55:00,21:25:00,330,1.0,No Info,8224
Spicejet,2019-03-15,Kolkata,Banglore,09:00:00,11:30:00,150,0.0,No Info,3847
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,08:15:00,800,1.0,No Info,13731
Air India,2019-03-03,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No Info,6092
Air India,2019-06-24,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No Info,13381
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,No Info,13941
Jet Airways,2019-03-21,Delhi,Cochin,08:00:00,04:25:00,1225,1.0,In-flight meal not included,6540
Jet Airways,2019-06-03,Delhi,Cochin,18:15:00,19:00:00,1485,1.0,No Info,14714
Jet Airways,2019-06-18,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,No Info,8040
Air India,2019-05-06,Kolkata,Banglore,19:00:00,04:40:00,580,1.0,No Info,6117
Indigo,2019-03-15,Mumbai,Hyderabad,20:05:00,21:35:00,90,0.0,No Info,2754
Air India,2019-03-18,Banglore,New Delhi,06:45:00,16:30:00,2025,2.0,No Info,10835
Indigo,2019-06-15,Delhi,Cochin,10:35:00,01:30:00,895,1.0,No Info,5883
Air India,2019-05-24,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No Info,3100
Air India,2019-06-01,Delhi,Cochin,12:00:00,07:40:00,1180,2.0,No Info,10966
Jet Airways,2019-04-06,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No Info,7229
Jet Airways,2019-03-21,Delhi,Cochin,17:30:00,18:50:00,1520,1.0,In-flight meal not included,5963
Multiple Carriers,2019-06-15,Delhi,Cochin,07:00:00,21:00:00,840,1.0,No Info,7408
Indigo,2019-05-27,Mumbai,Hyderabad,06:25:00,07:55:00,90,0.0,No Info,4049
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,18:00:00,1500,1.0,No Info,11467
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,19:00:00,810,2.0,In-flight meal not included,10368
Indigo,2019-03-09,Banglore,New Delhi,22:20:00,01:10:00,170,0.0,No Info,6144
Goair,2019-03-24,Kolkata,Banglore,16:25:00,00:05:00,460,1.0,No Info,10198
Air India,2019-06-01,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,9929
Vistara,2019-05-21,Kolkata,Banglore,07:10:00,18:50:00,700,1.0,No Info,9345
Air India,2019-03-03,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No Info,8666
Jet Airways,2019-06-12,Delhi,Cochin,19:15:00,19:00:00,1425,1.0,In-flight meal not included,10262
Indigo,2019-05-12,Kolkata,Banglore,18:05:00,23:30:00,325,1.0,No Info,6218
Indigo,2019-03-27,Mumbai,Hyderabad,20:05:00,21:35:00,90,0.0,No Info,2227
Jet Airways,2019-03-06,Delhi,Cochin,19:10:00,04:25:00,1995,2.0,In-flight meal not included,16022
Indigo,2019-06-27,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No Info,5684
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,10:55:00,1075,1.0,In-flight meal not included,8066
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,No Info,14388
Air India,2019-04-01,Kolkata,Banglore,17:30:00,08:55:00,925,1.0,No Info,7893
Air India,2019-03-06,Delhi,Cochin,06:50:00,07:40:00,1490,2.0,No Info,20416
Vistara,2019-06-03,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,4668
Indigo,2019-03-15,Mumbai,Hyderabad,06:20:00,07:45:00,85,0.0,No Info,3342
Air Asia,2019-05-12,Kolkata,Banglore,07:35:00,19:25:00,710,1.0,No Info,5320
Vistara,2019-05-27,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No Info,6216
Jet Airways,2019-05-21,Delhi,Cochin,02:15:00,19:00:00,1005,1.0,No Info,16079
Vistara,2019-06-09,Kolkata,Banglore,07:10:00,22:55:00,945,1.0,No Info,8662
Air India,2019-04-03,Kolkata,Banglore,19:00:00,11:05:00,965,1.0,No Info,4227
Jet Airways,2019-03-18,Banglore,New Delhi,16:55:00,23:00:00,365,1.0,No Info,13555
Indigo,2019-03-27,Delhi,Cochin,11:30:00,01:35:00,845,1.0,No Info,6206
Air India,2019-03-03,Delhi,Cochin,20:00:00,19:15:00,1395,2.0,No Info,17266
Multiple Carriers,2019-06-27,Delhi,Cochin,10:00:00,01:30:00,930,1.0,No Info,13377
Indigo,2019-04-21,Kolkata,Banglore,20:20:00,22:55:00,155,0.0,No Info,4804
Multiple Carriers,2019-03-06,Delhi,Cochin,06:40:00,19:15:00,755,1.0,No Info,15077
Indigo,2019-05-24,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,3943
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,08:15:00,1545,1.0,No Info,13941
Air India,2019-06-24,Delhi,Cochin,18:05:00,21:10:00,185,0.0,No Info,5201
Jet Airways,2019-06-06,Kolkata,Banglore,14:05:00,20:45:00,400,1.0,No Info,14571
Jet Airways,2019-04-03,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4160
Indigo,2019-03-03,Banglore,New Delhi,07:10:00,10:05:00,175,0.0,No Info,7648
Indigo,2019-03-09,Mumbai,Hyderabad,09:10:00,10:35:00,85,0.0,No Info,7417
Jet Airways,2019-04-15,Banglore,Delhi,06:00:00,08:45:00,165,0.0,No Info,7229
Jet Airways,2019-06-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,4050
Spicejet,2019-06-09,Kolkata,Banglore,08:35:00,17:15:00,520,1.0,No Info,6853
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,10:55:00,1075,1.0,No Info,10953
Vistara,2019-06-09,Kolkata,Banglore,20:20:00,10:45:00,865,1.0,No Info,9397
Jet Airways,2019-06-06,Kolkata,Banglore,20:25:00,18:00:00,1295,1.0,In-flight meal not included,10539
Indigo,2019-03-03,Delhi,Cochin,02:05:00,07:25:00,320,1.0,No Info,10394
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,18:15:00,705,1.0,No Info,12681
Indigo,2019-03-03,Banglore,New Delhi,18:25:00,21:20:00,175,0.0,No Info,7648
Indigo,2019-05-27,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Jet Airways,2019-03-24,Banglore,New Delhi,19:55:00,22:35:00,160,0.0,No Info,7229
Vistara,2019-03-06,Mumbai,Hyderabad,21:55:00,22:55:00,1500,1.0,No Info,12395
Jet Airways,2019-05-18,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,In-flight meal not included,9663
Jet Airways,2019-05-21,Delhi,Cochin,05:30:00,12:35:00,425,2.0,In-flight meal not included,15544
Indigo,2019-06-06,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No Info,6316
Indigo,2019-06-15,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,4077
Air Asia,2019-05-21,Banglore,Delhi,11:10:00,13:55:00,165,0.0,No Info,3383
Indigo,2019-06-15,Delhi,Cochin,09:15:00,21:00:00,705,1.0,No Info,6838
Multiple Carriers,2019-03-21,Delhi,Cochin,14:00:00,21:00:00,420,1.0,No Info,13062
Indigo,2019-03-24,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,4332
Spicejet,2019-06-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Indigo,2019-04-15,Kolkata,Banglore,15:15:00,20:30:00,315,1.0,No Info,4775
Indigo,2019-03-03,Delhi,Cochin,20:30:00,01:35:00,305,1.0,No Info,8258
Spicejet,2019-05-21,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,5158
Air India,2019-03-24,Kolkata,Banglore,09:25:00,05:35:00,1210,2.0,No Info,13349
Air India,2019-06-15,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,4667
Air India,2019-05-24,Kolkata,Banglore,09:25:00,10:30:00,1505,2.0,No Info,12797
Indigo,2019-06-24,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,6016
Indigo,2019-03-09,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,6297
Indigo,2019-06-12,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,4804
Indigo,2019-05-27,Delhi,Cochin,14:25:00,17:40:00,195,0.0,No Info,6015
Air India,2019-03-12,Banglore,New Delhi,08:50:00,09:25:00,1475,2.0,No Info,12725
Spicejet,2019-05-09,Kolkata,Banglore,08:35:00,17:15:00,520,1.0,No Info,6171
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,18:15:00,1265,1.0,In-flight meal not included,10844
Indigo,2019-06-24,Delhi,Cochin,15:10:00,20:00:00,290,1.0,No Info,6147
Indigo,2019-06-01,Banglore,Delhi,13:00:00,15:50:00,170,0.0,No Info,3943
Jet Airways,2019-06-09,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4050
Vistara,2019-06-12,Kolkata,Banglore,07:10:00,10:45:00,1655,1.0,No Info,8452
Air India,2019-06-24,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No Info,10975
Spicejet,2019-05-15,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No Info,3625
Jet Airways,2019-05-15,Kolkata,Banglore,21:10:00,04:40:00,450,1.0,No Info,14388
Jet Airways,2019-04-01,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,No Info,13364
Multiple Carriers,2019-05-18,Delhi,Cochin,12:50:00,21:00:00,490,1.0,No Info,7670
Air Asia,2019-05-21,Kolkata,Banglore,09:45:00,12:15:00,150,0.0,No Info,4409
Indigo,2019-04-06,Kolkata,Banglore,06:15:00,10:30:00,255,1.0,No Info,4226
Jet Airways,2019-06-15,Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,7202
Jet Airways,2019-03-06,Delhi,Cochin,09:00:00,18:50:00,590,1.0,In-flight meal not included,15400
Jet Airways,2019-04-18,Banglore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,5198
Air India,2019-03-06,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No Info,14641
Jet Airways,2019-05-27,Delhi,Cochin,20:55:00,19:00:00,1325,1.0,In-flight meal not included,12898
Indigo,2019-05-27,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No Info,3419
Indigo,2019-06-01,Mumbai,Hyderabad,20:05:00,21:40:00,95,0.0,No Info,2227
Multiple Carriers,2019-05-15,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,9315
Indigo,2019-06-15,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No Info,5298
Air India,2019-05-09,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,8372
Indigo,2019-04-21,Banglore,Delhi,00:30:00,03:25:00,175,0.0,No Info,3943
Indigo,2019-05-18,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No Info,2227
Jet Airways,2019-06-01,Delhi,Cochin,21:50:00,12:35:00,885,1.0,No Info,14714
Air Asia,2019-06-12,Delhi,Cochin,20:45:00,07:10:00,625,1.0,No Info,6152
Vistara,2019-03-24,Kolkata,Banglore,17:00:00,10:50:00,1070,1.0,No Info,12890
Spicejet,2019-04-18,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No Info,4174
Air India,2019-03-06,Mumbai,Hyderabad,13:30:00,16:55:00,205,2.0,No Info,18797
Multiple Carriers,2019-05-09,Delhi,Cochin,13:00:00,19:15:00,375,1.0,No Info,14323
Multiple Carriers,2019-03-03,Delhi,Cochin,09:45:00,16:10:00,385,1.0,No Info,11265
Jet Airways,2019-05-18,Delhi,Cochin,13:25:00,12:35:00,1390,2.0,No Info,16704
Indigo,2019-05-12,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No Info,4823
Jet Airways,2019-06-06,Delhi,Cochin,02:15:00,12:35:00,620,1.0,In-flight meal not included,10262
Indigo,2019-05-12,Mumbai,Hyderabad,20:05:00,21:40:00,95,0.0,No Info,2227
Multiple Carriers,2019-06-15,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,7408
Jet Airways,2019-05-06,Kolkata,Banglore,16:30:00,16:20:00,1430,1.0,No Info,13941
Jet Airways,2019-06-27,Delhi,Cochin,11:45:00,04:25:00,1000,2.0,No Info,13882
Indigo,2019-06-06,Delhi,Cochin,23:30:00,04:35:00,305,1.0,No Info,10112
Air Asia,2019-05-12,Banglore,Delhi,23:55:00,02:45:00,170,0.0,No Info,4483
Spicejet,2019-06-12,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,3873
Jet Airways,2019-04-21,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No Info,7229
Indigo,2019-05-09,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,4332
Spicejet,2019-05-24,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No Info,4174
Jet Airways,2019-04-21,Banglore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,4544
Air India,2019-06-01,Delhi,Cochin,14:25:00,19:15:00,1730,2.0,No Info,13591
Jet Airways,2019-05-03,Banglore,Delhi,18:55:00,22:00:00,185,0.0,In-flight meal not included,6144
Indigo,2019-03-03,Banglore,New Delhi,13:40:00,18:35:00,295,1.0,No Info,8662
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,12:00:00,1170,1.0,In-flight meal not included,8529
Indigo,2019-04-24,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4804
Air India,2019-03-06,Delhi,Cochin,20:30:00,08:15:00,705,1.0,No Info,10566
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,10:05:00,1540,1.0,In-flight meal not included,8529
Spicejet,2019-03-21,Banglore,New Delhi,09:35:00,12:30:00,175,0.0,No check-in baggage included,4839
Spicejet,2019-03-15,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No Info,6300
Jet Airways,2019-05-18,Delhi,Cochin,20:55:00,19:00:00,1325,1.0,No Info,15554
Spicejet,2019-06-15,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No check-in baggage included,2647
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,04:40:00,1215,1.0,No Info,13941
Multiple Carriers,2019-03-06,Delhi,Cochin,09:55:00,19:15:00,560,1.0,In-flight meal not included,15342
Air India,2019-05-27,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No Info,13381
Jet Airways,2019-06-06,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Vistara,2019-05-06,Kolkata,Banglore,17:00:00,10:45:00,1065,1.0,No Info,8662
Indigo,2019-04-21,Banglore,Delhi,06:05:00,08:50:00,165,0.0,No Info,4423
Jet Airways,2019-05-21,Delhi,Cochin,15:00:00,04:25:00,805,1.0,In-flight meal not included,12898
Jet Airways,2019-03-15,Banglore,New Delhi,07:00:00,07:40:00,1480,1.0,In-flight meal not included,7832
Vistara,2019-06-01,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No Info,3687
Spicejet,2019-03-21,Delhi,Cochin,16:35:00,22:50:00,375,1.0,No Info,4957
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,12:00:00,1170,1.0,In-flight meal not included,10844
Air India,2019-06-21,Mumbai,Hyderabad,13:55:00,15:25:00,90,0.0,No Info,3100
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,19:50:00,345,1.0,No Info,13626
Indigo,2019-06-27,Delhi,Cochin,17:10:00,01:30:00,500,1.0,No Info,5684
Air India,2019-06-09,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No Info,5228
Jet Airways,2019-04-01,Kolkata,Banglore,18:55:00,18:15:00,1400,1.0,No Info,12681
Vistara,2019-04-01,Kolkata,Banglore,07:10:00,18:50:00,700,1.0,No Info,7927
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,13:15:00,860,1.0,In-flight meal not included,11087
Indigo,2019-05-09,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Indigo,2019-04-27,Banglore,Delhi,00:30:00,03:25:00,175,0.0,No Info,4591
Air India,2019-05-21,Delhi,Cochin,18:45:00,19:15:00,1470,2.0,No Info,12257
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,12:00:00,890,1.0,In-flight meal not included,9663
Indigo,2019-06-09,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No Info,4591
Jet Airways,2019-03-01,Banglore,New Delhi,08:00:00,20:20:00,740,1.0,No Info,27992
Multiple Carriers,2019-05-09,Delhi,Cochin,10:20:00,01:30:00,910,1.0,No Info,9021
Indigo,2019-06-01,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No Info,4823
Indigo,2019-06-27,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,3858
Air India,2019-05-15,Kolkata,Banglore,07:00:00,05:25:00,1345,2.0,No Info,14424
Jet Airways,2019-06-12,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,In-flight meal not included,10919
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,No Info,10953
Air Asia,2019-05-12,Kolkata,Banglore,19:55:00,22:25:00,150,0.0,No Info,5530
Jet Airways,2019-04-09,Delhi,Cochin,05:30:00,19:00:00,810,2.0,No Info,11664
Air Asia,2019-06-27,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No Info,3807
Air India,2019-06-27,Delhi,Cochin,12:55:00,19:15:00,1820,2.0,No Info,12646
Jet Airways,2019-06-06,Delhi,Cochin,22:50:00,04:25:00,335,1.0,No Info,14714
Jet Airways,2019-06-27,Delhi,Cochin,12:15:00,12:35:00,1460,2.0,No Info,14300
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,09:15:00,1160,1.0,No Info,14231
Indigo,2019-06-09,Delhi,Cochin,14:20:00,22:30:00,490,1.0,No Info,6938
Jet Airways,2019-03-15,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,2759
